"ID_Number","Assignment_Name","Score_At_Due_Date","Score_Best_Ever","Points_Possible","Number_Of_Attempts","Most_Recent_Completion_Date","Due_Date","Assignment_URL","Assignment_Type","Ordinal_Score"
"37","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"38","Volume of spheres",4,4,4,4,"Apr 19th, 1:22PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","4"
"39","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"40","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"41","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"42","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"43","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"44","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"45","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"46","Volume of spheres",NA,4,4,1,"May 18th, 5:43PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","4"
"47","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"48","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"49","Volume of spheres",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","0"
"50","Volume of spheres",3,3,4,2,"Apr 6th, 5:01PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/volume-cones/e/volume-of-spheres","Exercise","3"
"28","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"29","Find surface area by adding areas of faces",NA,1,4,2,"Apr 20th, 11:19AM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","1"
"30","Find surface area by adding areas of faces",3,3,4,1,"Apr 15th, 2:33PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","3"
"31","Find surface area by adding areas of faces",NA,3,4,1,"Apr 23rd, 8:40PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","3"
"32","Find surface area by adding areas of faces",NA,2,4,1,"May 2nd, 3:04PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","2"
"33","Find surface area by adding areas of faces",4,4,4,1,"Apr 13th, 11:01AM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","4"
"34","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"35","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"36","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"37","Find surface area by adding areas of faces",NA,4,4,2,"Apr 27th, 6:42PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","4"
"38","Find surface area by adding areas of faces",NA,3,4,1,"May 16th, 10:21AM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","3"
"39","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"40","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"41","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"42","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"43","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"44","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"45","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"46","Find surface area by adding areas of faces",NA,2,4,1,"May 5th, 10:12PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","2"
"47","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"48","Find surface area by adding areas of faces",NA,4,4,1,"May 20th, 9:44PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","4"
"49","Find surface area by adding areas of faces",NA,NA,NA,0,"","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","0"
"50","Find surface area by adding areas of faces",1,1,4,2,"Apr 19th, 7:55PM","Apr 19th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geo-volume-sa/basic-geometry-surface-area/e/find-surface-area-by-adding-areas-of-faces","Exercise","1"
"28","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"29","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"30","Cross sections of 3D objects (basic)",4,4,4,1,"Apr 3rd, 1:30PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"31","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"32","Cross sections of 3D objects (basic)",NA,4,4,1,"May 2nd, 1:23PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"33","Cross sections of 3D objects (basic)",NA,4,4,0,"Mar 31st, 11:05AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"34","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"35","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"36","Cross sections of 3D objects (basic)",NA,4,4,1,"Apr 9th, 10:43AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"37","Cross sections of 3D objects (basic)",NA,4,4,1,"Apr 27th, 6:43PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"38","Cross sections of 3D objects (basic)",4,4,4,1,"Apr 3rd, 12:57PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"39","Cross sections of 3D objects (basic)",NA,4,4,1,"Apr 11th, 2:31PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"40","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"41","Cross sections of 3D objects (basic)",3,3,4,1,"Apr 3rd, 4:10PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","3"
"42","Cross sections of 3D objects (basic)",NA,4,4,3,"Apr 22nd, 6:10PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"43","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"44","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"45","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"46","Cross sections of 3D objects (basic)",NA,4,4,2,"May 5th, 10:17PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","4"
"47","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"48","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"49","Cross sections of 3D objects (basic)",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","0"
"50","Cross sections of 3D objects (basic)",3,3,4,1,"Apr 3rd, 3:54PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/slicing-3d-figures","Exercise","3"
"28","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"29","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"30","Cross sections of 3D objects",4,4,4,1,"Apr 3rd, 1:36PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","4"
"31","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"32","Cross sections of 3D objects",NA,4,4,1,"May 2nd, 1:28PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","4"
"33","Cross sections of 3D objects",NA,4,4,0,"Mar 31st, 11:10AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","4"
"34","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"35","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"36","Cross sections of 3D objects",NA,3,4,2,"Apr 9th, 10:46AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","3"
"37","Cross sections of 3D objects",NA,3,4,1,"Apr 27th, 6:45PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","3"
"38","Cross sections of 3D objects",4,4,4,2,"Apr 3rd, 1:19PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","4"
"39","Cross sections of 3D objects",NA,4,4,4,"Apr 11th, 2:36PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","4"
"40","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"41","Cross sections of 3D objects",2,2,4,1,"Apr 3rd, 4:16PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","2"
"42","Cross sections of 3D objects",NA,3,4,1,"Apr 22nd, 6:03PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","3"
"43","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"44","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"45","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"46","Cross sections of 3D objects",NA,3,4,1,"May 5th, 10:19PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","3"
"47","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"48","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"49","Cross sections of 3D objects",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","0"
"50","Cross sections of 3D objects",4,4,4,1,"Apr 3rd, 3:52PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/cross-sections-of-3d-shapes","Exercise","4"
"28","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"29","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"30","Rotate 2D shapes in 3D",0,3,4,3,"May 15th, 2:07PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","3"
"31","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"32","Rotate 2D shapes in 3D",NA,4,4,1,"May 2nd, 2:25PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","4"
"33","Rotate 2D shapes in 3D",NA,5,7,0,"Mar 31st, 11:29AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","3"
"34","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"35","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"36","Rotate 2D shapes in 3D",NA,6,7,1,"Apr 9th, 10:49AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","4"
"37","Rotate 2D shapes in 3D",NA,5,7,2,"Apr 27th, 6:51PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","3"
"38","Rotate 2D shapes in 3D",7,7,7,1,"Apr 3rd, 1:09PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","4"
"39","Rotate 2D shapes in 3D",NA,2,7,3,"Apr 16th, 12:08PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","1"
"40","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"41","Rotate 2D shapes in 3D",2,2,7,1,"Apr 3rd, 4:18PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","1"
"42","Rotate 2D shapes in 3D",NA,5,7,1,"Apr 22nd, 5:54PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","3"
"43","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"44","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"45","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"46","Rotate 2D shapes in 3D",NA,3,4,1,"May 18th, 5:49PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","3"
"47","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"48","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"49","Rotate 2D shapes in 3D",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","0"
"50","Rotate 2D shapes in 3D",5,5,7,7,"Apr 5th, 6:55PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-solids/hs-geo-2d-vs-3d/e/rotate-2d-shapes-to-make-3d-objects","Exercise","3"
"28","Identify parts of 3D shapes",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","0"
"29","Identify parts of 3D shapes",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","0"
"30","Identify parts of 3D shapes",6,6,7,2,"Apr 3rd, 1:57PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
"31","Identify parts of 3D shapes",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","0"
"32","Identify parts of 3D shapes",NA,7,7,2,"Apr 28th, 5:11PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
"33","Identify parts of 3D shapes",NA,7,7,0,"Mar 31st, 11:24AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
"34","Identify parts of 3D shapes",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","0"
"35","Identify parts of 3D shapes",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","0"
"36","Identify parts of 3D shapes",NA,7,7,1,"Apr 9th, 10:51AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
"37","Identify parts of 3D shapes",NA,6,7,1,"Apr 27th, 6:52PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
"38","Identify parts of 3D shapes",7,7,7,1,"Apr 3rd, 12:54PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
"39","Identify parts of 3D shapes",NA,3,7,1,"Apr 12th, 11:23AM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","2"
"40","Identify parts of 3D shapes",NA,NA,NA,0,"","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","0"
"41","Identify parts of 3D shapes",7,7,7,1,"Apr 3rd, 4:20PM","Apr 5th, 11:59PM","https://www.khanacademy.org/math/basic-geo/basic-geometry-shapes/basic-geo-geometric-solids/e/identify-parts-of-3d-shapes","Exercise","4"
